,names,dates,latitude,longitude,categorical,quant1,quant2,quant3
6939,b'Annamary',1463207080.59,-71.2347022653,-159.540448664,Category01,0.136476685425,-1.23754830427,3206.43199099
1503,b'Shayenne',1454045659.59,59.8305359413,-127.183552921,Category01,0.23431990717700002,20.6586715263,6773.34414815
5526,b'Talasia',1454983930.29,-67.47676610090001,-166.955227629,Category09,2.6718776261,10.5322228246,6765.25532304
3991,b'Sabia',1463946640.04,-77.2022527616,68.6419554675,Category05,1.8955190725599997,20.2151445213,300.803184471
3649,b'Tonoa',1475751134.35,-8.40010297363,49.5857540162,Category08,1.46468779905,16.1535606293,1211.45278847
7617,b'Dysean',1455731960.69,19.2285293727,-97.08793948959999,Category00,1.83043248667,24.102575815700003,2627.93556564
6723,b'Shanora',1465338139.28,-31.421679493000003,-86.74606045670001,Category03,0.141962076668,-3.63267836625,4724.43525642
8266,b'Sophana',1481365785.36,88.60798296610001,-175.575838932,Category02,3.13785046271,-9.35907563752,6311.75130253
2981,b'Clydia',1457157607.95,-44.527063765200005,20.5493042809,Category03,2.39365710114,-10.5687822948,5363.62909209
9483,b'Nouchee',1454142180.0,67.286021335,-1.02581556821,Category00,1.63748778555,13.107046231300002,8655.05634508
7039,b'Avrahom',1475490233.78,80.6443731987,-35.4201332504,Category00,0.14733495027899998,-5.39092571806,7571.31565337
9679,b'Jerri',1475431953.16,-81.2570524971,-30.9192011914,Category01,2.1631546318,0.5899659050680001,2991.87115978
9719,b'Letosha',1474720628.4,89.7569086706,109.81272893399999,Category01,2.92326878319,0.282432962615,5121.13958664
1626,b'Kendayl',1466424028.96,81.023905818,131.700002092,Category00,0.0784957925245,-0.9875328173029999,2351.40495644
8040,b'Lataveon',1476033797.05,85.5497512515,102.417511733,Category00,2.46119340239,-27.652038409299998,3012.98947741
6738,b'Dene',1464970028.79,31.3083539431,6.24459648375,Category06,1.58146478875,11.761517071199998,8733.71047599
541,b'Elleona',1477190954.04,32.1921256443,-69.6536118404,Category02,2.31042946038,-14.413816819300001,3117.9859349
2741,b'Drey',1480235707.52,-43.5887549027,-13.1981155215,Category05,3.41677089376,-0.490293839194,1668.04916057
9703,b'Juanandres',1459062628.92,54.1230175197,139.201764072,Category06,0.25666387590100004,-7.424213760539999,5304.77502368
2052,b'Antrea',1464021725.45,-75.8892220199,78.6579604129,Category09,0.138843115011,16.672485577,8717.83333546
3224,b'Genella',1470477894.8,-22.8286963065,143.71763465200002,Category01,3.46041740516,-9.387063574939999,2148.48870858
9811,b'Shaniquia',1459325520.32,-66.8124172344,-9.99550808725,Category03,1.45668228823,-12.384408116400001,8939.92447476
6918,b'Leonna',1465129603.24,-20.8386857393,18.273484819300002,Category04,3.0573152484799997,2.04998982449,4072.0196624
6610,b'Tymeshia',1460883829.58,21.7586137687,-36.953058538,Category08,0.562697522136,23.1121068663,3493.75342691
5228,b'Torey',1479475828.21,29.5185729228,-31.3124421728,Category08,2.88205265231,-21.1568028573,3805.16513754
2053,b'Samora',1480370177.4,-62.9680879603,-6.117100211830001,Category05,2.75478783074,-24.4948079952,7018.88604935
411,b'Kaylnn',1480316921.39,15.471549833800001,140.436688369,Category01,0.10863556734999999,-6.64246762457,4478.35797974
8706,b'Trieste',1480519952.37,-71.80529458560001,-19.2715541571,Category09,2.35654218016,11.1051352373,3531.13845828
3542,b'Finian',1464660613.72,57.338370331499995,153.39711218,Category04,1.09838937264,15.4288333081,381.570430169
9239,b'Juztin',1453281862.87,84.49259361899999,153.367952842,Category07,2.66560595722,-24.987945355100003,2185.54027062
7071,b'Laryan',1454385941.01,56.22399407939999,129.94577355299998,Category09,2.2678397218599997,-3.57881566237,7642.06691862
17,b'Anayiah',1457540421.19,-51.362964272700005,-128.87217890600002,Category00,2.25150178172,-8.48014525232,5394.55344036
30,b'Ashston',1462299681.58,-29.9797648073,-64.4057037286,Category06,0.28329711675700003,-21.6330148738,4891.55174868
6448,b'Liat',1456614558.36,-64.0492859137,-22.002944213800003,Category00,0.314575454097,-18.9832455216,3946.78241237
747,b'Marqueeta',1469579722.55,-38.6437956368,174.20821617400003,Category00,1.4826695225400002,-4.63749380299,233.11324993
7290,b'Saraswati',1472915315.46,12.0199788672,126.96147034399999,Category07,2.2503873722,15.5643077056,286.41867437900004
8657,b'Annitra',1476597308.68,33.7034156799,165.077649649,Category03,1.56558321101,1.6963456756400002,9666.35209245
4565,b'Wannetta',1459410930.93,-12.0008258401,2.0608716962,Category04,1.50316899239,-23.863885674299997,4817.26687923
6476,b'Larhea',1466898517.92,-28.8390146687,78.5749018886,Category08,0.43553611449199997,-16.9206058339,4988.83685094
4469,b'Haidan',1460612538.18,35.196567346500004,-145.01998766,Category07,0.770419329992,-15.8095129684,7794.06665121
6302,b'Keeno',1464921479.39,31.144605620100002,-123.186919839,Category02,1.80333680345,22.3726780379,6747.60560669
6391,b'Avan',1474115184.46,-25.145872741999998,164.109759562,Category07,2.46686177928,-18.1613074013,5695.46676806
7758,b'Vega',1476619563.57,-5.49887408951,-61.881669351300005,Category08,1.9092936401099998,-9.86418690058,7054.30296372
6037,b'Kipper',1466596093.33,25.564134406100003,177.951028501,Category02,1.67219325125,-27.7305296336,3854.44801628
8645,b'Tyas',1458735471.72,83.2774876644,-15.1593256259,Category09,0.633404438425,10.9993043783,7451.6489006
4129,b'Sulton',1481696773.06,-66.1847856604,125.95788081399999,Category07,1.5757459274799999,19.5681151566,9332.52288671
3256,b'Govanny',1482865359.2,-17.2271213746,-21.3819559051,Category07,2.46206693245,-15.446698480899999,3856.82445277
2309,b'Zaelin',1453654940.06,84.92600604489999,61.0072358063,Category02,2.5253257251099996,-4.36270036357,827.9445451619999
8416,b'Tomicka',1469373445.31,58.7988937798,-39.0998371918,Category00,3.09307626462,28.3133853147,5281.3998606000005
698,b'Eril',1481300767.61,-16.6310703713,-40.4643980562,Category08,2.3743105909,29.7576233391,1677.19899021
9863,b'Emyiah',1471292215.37,-77.4264388279,-152.937153318,Category05,2.48065448027,-4.91378953417,1657.68469802
1423,b'Keiandre',1471883600.8,-70.5136293431,53.6257947142,Category08,0.2157791027,-27.7146502714,3122.02364971
3184,b'Edrica',1461345941.32,-26.6506317515,37.646031021599995,Category08,0.8673230197499999,-3.38401708583,886.852829854
7837,b'Sinae',1462551147.34,-88.4966891374,-106.91625507399999,Category07,2.48722429666,28.7128796925,9039.27352854
3323,b'Jamiria',1479099425.49,-2.89266346383,-83.2896394297,Category04,0.975866158751,-6.43800564666,7199.20695022
2522,b'Derrell',1477157322.84,24.4098530462,-59.6139779257,Category01,3.1823379847099997,-27.6408834667,7510.25170204
9771,b'Sixta',1467605948.89,-6.14771126612,12.5184100251,Category07,0.551038638887,11.3056915657,9500.14600837
4276,b'Sheri',1481702726.45,41.7501499126,-133.022789686,Category03,0.243992738777,14.665107535399999,8657.28252023
6612,b'Temesha',1471462233.71,0.563051952359,-34.214461217600004,Category05,3.40769637035,26.4025394457,8712.70109117
3839,b'Reece',1483075511.85,48.8612161083,-43.9815364174,Category06,0.00939899669797,-25.9009749179,7385.37897286
7349,b'Melvern',1469114296.39,50.9702393046,-102.80865668700001,Category01,3.4463431451899997,12.355143883699998,4328.10220022
9653,b'Agapita',1456666730.05,66.2488694868,157.127579428,Category01,0.985769363055,2.0501332865,4318.27697303
1480,b'Tynea',1451799351.77,-46.723333127,175.94951135099998,Category07,2.42054519725,-23.4634932634,3991.76854204
8874,b'Laprecious',1464165831.68,7.03440392082,10.935463051600001,Category03,1.55834395746,23.3851039379,9934.1179063
3408,b'Kentrel',1470721647.28,-16.0243126089,143.7280581,Category09,1.8394865524200001,-5.1681279417,3688.98251361
8208,b'Shayn',1455809676.11,55.5946967976,-104.567985035,Category02,2.09599005133,17.3307926787,8480.37265915
5072,b'Allegra',1468491810.97,9.35259489493,64.26310307279999,Category09,1.52968219451,-21.097428123,4248.4402828
1542,b'Lakeesha',1469822090.86,-3.8013467200199997,-2.9757060697,Category07,0.6071880089980001,-22.9197289361,6259.693680899999
5618,b'Halleli',1469137721.51,50.0451881334,109.96871600899999,Category01,0.31831936240200004,-7.01772932228,9977.12958096
4881,b'Casadee',1473491889.27,39.2362547138,-11.524000465599999,Category02,3.09397077295,-12.9398430051,9249.42831596
195,b'Osualdo',1473397125.0,47.2173646213,61.9859844524,Category04,1.7445520643599999,17.961931536199998,9982.71572438
8307,b'Azzie',1472485234.17,84.2451196106,-161.63653299700002,Category00,1.6980825343000001,25.1145835792,6936.56724436
1623,b'Arfan',1464239983.38,78.3952548966,-13.7701457895,Category06,0.344513303059,13.0368370697,3718.93385615
6126,b'Ashyah',1462888727.61,-61.099956499099996,-82.52637390539999,Category08,0.841602049262,19.551643408,2443.12633349
4864,b'Aishvi',1477072783.17,77.98216874159999,-81.8778533915,Category07,2.4325654691599996,5.796683761290001,6195.81660979
7903,b'Rushank',1457080797.52,17.6010216502,-126.549329415,Category07,0.530347406405,12.932213225,495.565864293
7289,b'Sorangel',1457472639.14,-63.752063935600006,-77.784802745,Category00,1.94511140757,20.1697985452,6446.85687481
9940,b'Salis',1471367865.05,-20.5724454748,-99.7966128276,Category07,1.27322723801,-8.65826912958,4104.11153912
3313,b'Natlee',1465545046.01,-19.427508883599998,74.52618050859999,Category07,2.94023315582,7.036755450339999,2536.20603353
5522,b'Janiayah',1459286918.12,65.87474467979999,-97.0780641821,Category05,0.50186054156,-0.228760393339,1303.81768182
6224,b'Ezariyah',1472293182.17,15.6802816277,-162.285510495,Category03,1.4900628964899998,-28.3788886808,8056.92690332
6054,b'Shannon',1471656566.73,-27.7057510359,51.1796526458,Category01,1.52993676067,-2.32661845015,7626.17560281
74,b'Leoh',1471493502.7,-35.227307076799995,-86.03723006889999,Category02,2.7309613826,-23.9026655739,7996.13897379
9966,b'Aureo',1453861626.04,-27.2200726119,-49.2120246339,Category00,2.9858839247400004,-27.363807861199998,2888.90061684
2308,b'Sakae',1479169132.79,75.6573411048,179.405384551,Category06,2.8109306764599995,2.53541292687,5822.90379643
5407,b'Toscha',1482142880.12,36.4702515356,-79.82824150319999,Category09,1.7397346542900003,8.961981857589999,5482.35964269
9563,b'Haseeb',1469892726.03,-5.59229268012,79.4144977026,Category02,1.20940215291,-20.0968192142,628.606106942
4197,b'Sheneeka',1462934668.21,77.6570967249,35.1349934857,Category09,0.0601015319916,-28.9418717217,7459.68519359
8187,b'Yeabsera',1482045052.95,-40.0515759018,-102.02380705799999,Category04,3.19040996876,21.1871354882,2286.8583635
544,b'Vivienna',1458588132.9,-12.743624701,-80.3882939112,Category01,1.0601457293799998,-23.9331921759,1032.39335583
1990,b'Carlston',1482890665.43,-56.8639496559,-111.798894568,Category02,2.32072944095,-4.042417808130001,885.3976151019999
1146,b'Arilynn',1476562482.9,-73.4859171579,168.669993382,Category08,0.08832461631510001,11.9186733147,4672.37309624
8593,b'Redwan',1482855684.14,-72.4186063303,177.121567012,Category08,1.4512156566999999,24.442921267800003,1929.75064169
2791,b'Nerys',1469896409.66,37.39070491,-150.48938020100002,Category09,0.271582530481,21.0858823106,9015.32588543
8180,b'Desteni',1462391478.94,48.986338601899995,33.588080580399996,Category00,0.684545751555,-9.16290074255,7565.47568556
7715,b'Zathan',1468815322.89,82.5402687076,102.484659202,Category01,1.4801578691,28.450753478499998,788.6258099810001
4041,b'Mishia',1478380494.39,54.9372384806,125.47318363299999,Category09,2.19509152084,-8.81096079501,7331.24437013
6921,b'Cappy',1474219483.24,-6.5763973367499995,-140.76558019200002,Category04,2.03319060882,-10.5191348427,8534.99150834
2828,b'Seng',1476984206.64,-89.63378625680001,74.0158404746,Category00,2.6356723095900003,-1.31904641585,9052.20488871
4220,b'Elenita',1477294401.8,83.19295806630001,-178.091103316,Category08,1.12895881958,-28.1878839134,5389.82946992
3815,b'Missouri',1454752164.12,70.63695146970001,168.61918929700002,Category08,0.65650649374,-27.779882516300002,7153.22172825
96,b'Alveda',1482827480.15,-60.0882537284,-102.83528122,Category05,0.0342243962942,20.0606465677,5804.96562754
8996,b'Vien',1481166895.44,-17.0693187027,113.02119153,Category02,0.829758159317,-28.5587639071,3017.00010711
5284,b'Jhamarion',1468405627.73,78.6691310802,160.692724869,Category04,1.5286672149,4.79373957195,9652.04675256
4227,b'Raygan',1463061079.81,-87.76929106930001,166.529203485,Category00,3.4476424353400006,-24.244363257800003,106.005203389
3826,b'Kimayah',1467133530.58,-61.9766969444,-53.3036765104,Category00,1.38203080056,-12.025009147999999,2542.79879155
9578,b'Ladre',1481434665.69,-49.675880505200006,102.416746942,Category03,0.115607140348,23.4873301514,68.7138994436
256,b'Eriny',1466559448.45,31.1858228384,31.276600959499998,Category05,2.4783364466499997,20.8056491793,8136.03799781
9671,b'Jashawna',1479157348.06,-16.2238045193,93.10111367459999,Category01,1.13061560505,4.94732548436,1942.96333548
5857,b'Fulvio',1455224102.23,-60.647324679099995,-139.666603825,Category09,3.27921149449,-0.7773540125139999,7810.32729786
6697,b'Midred',1472569601.81,55.1013022713,-90.0408909805,Category00,1.72390885313,-13.983459668499998,6274.61305133
4274,b'Rozay',1457115640.16,-48.6746685917,-37.1872868482,Category00,1.3479725641799998,-11.0790523379,3503.97218404
3799,b'Janon',1476028844.18,58.98524296430001,154.335072062,Category04,3.19335975752,1.3502492433700002,7661.95165996
5037,b'Coston',1468194461.02,52.90241423,-78.7997653921,Category06,2.54880169244,-25.351418191799997,4777.50880174
6660,b'Tadarious',1466155642.35,-44.935313948,-119.98451439700001,Category09,1.90631972068,-4.49243285827,5686.2972336
4503,b'Pocahontas',1474157995.09,14.072418042699999,170.339392381,Category04,0.999509808927,-20.896038251900002,6026.14374313
203,b'Esnaider',1456843394.9,-83.76760791609999,-5.6383120352,Category05,1.7753415178099998,-0.18513245401700001,4825.86381589
8932,b'Mynika',1462251748.45,-8.922184043160001,179.158223006,Category03,1.29049687581,-5.8605243897,2305.2357669
3241,b'Angelicque',1464570437.26,-47.8898374228,121.971187731,Category04,1.6152963805,7.88854228096,7935.73682084
8290,b'Reshma',1457372407.08,21.996844360700003,-79.4525548222,Category08,3.2663169781,-24.32086931,4348.48625615
7298,b'Maryangel',1472035453.21,-77.384977463,-124.350501534,Category02,0.415261027126,-22.6773205135,2532.72227365
2265,b'Dorrine',1462794262.88,-84.1617655241,158.19765443,Category05,1.0693322749,-24.082502398200003,53.5286717577
4849,b'Ody',1477039708.19,-29.3053371463,-149.173884868,Category00,1.12332244611,-10.6580988332,3466.33941112
3487,b'Derik',1481282000.46,-27.434235730900003,-80.0639584375,Category09,1.09457610949,25.341142676,6171.67063464
4176,b'Nisha',1457465487.05,31.9495217552,-56.5858899718,Category01,0.673830093477,-7.89116275916,7264.36525229
1447,b'Sheldrick',1451707463.5,40.4040878985,-74.3787579281,Category03,0.7815327862800001,16.677185215599998,2956.22384637
7048,b'Rameek',1456765485.55,-43.0867250511,-77.2864952728,Category02,2.36296722182,-20.555028408800002,6874.86542919
2324,b'Gyna',1471967728.87,-57.354372756800004,-96.7131299901,Category05,3.4446516458499996,-12.648541133299998,7766.50710974
1054,b'Akilia',1479882270.21,89.447093939,79.1543989541,Category03,1.1125464242,4.6470092865699995,4820.81704455
2648,b'Travian',1452019191.07,27.7084955108,17.570180637,Category07,2.9617309552099997,28.9275614783,9342.63533303
4734,b'Oshua',1470787162.41,34.034637670900004,-170.263296154,Category09,1.03590232768,-13.6998581561,9755.95322307
4841,b'Kedisha',1454068123.0,-22.9803413425,126.288282614,Category06,3.2182317584400004,-7.536363173810001,2619.09692944
2887,b'Aksh',1457041422.86,55.7539729984,-77.2476873709,Category08,0.123687046511,25.3150166175,71.144819277
2009,b'Aislynn',1459618206.7,22.5715884329,-64.9664664988,Category06,1.92134096292,7.302953303180001,9151.27779506
2122,b'Jru',1477543402.61,-6.7356066212,-45.89036920229999,Category05,0.357611045084,11.5442120467,7991.50299893
7606,b'Ellisyn',1455508396.29,0.831509807421,61.5734224669,Category05,3.02237151206,27.7867769948,9751.6031667
240,b'Stjulian',1469217929.4,27.4808327279,-122.98295014600001,Category06,0.107532665441,3.9238765251300003,8898.72795028
9444,b'Jarade',1478018131.64,57.321840226300004,-7.5579759624100005,Category08,3.33488742648,-2.09929939065,1656.16961673
1951,b'Olyne',1470455629.75,-57.962635608199996,62.0622239088,Category09,0.135299020474,-25.8800708241,3890.1389051
3681,b'Jahree',1461175846.02,70.5140389499,42.964491433999996,Category05,0.121429867577,5.39257539923,1127.58480595
2779,b'Trilba',1458178203.91,-47.2966211938,157.624062579,Category07,0.636846268936,20.4038376327,4980.34161529
9309,b'Dories',1468407634.86,-69.77852620430001,-132.908178987,Category08,0.7427388305679999,-9.618243591779999,9478.25147947
1439,b'Yulemni',1457709900.29,12.7270491426,156.827424697,Category02,0.935456436803,-23.7363448434,2155.4966649999997
4574,b'Cythnia',1467889982.76,78.68287074220001,-60.309710933000005,Category04,3.1884210107,-0.17784502450800002,1128.20477136
3434,b'Ramondo',1466988880.99,-63.2210436033,112.440243414,Category02,3.1136815558,19.629610309500002,7016.33490411
134,b'Joelee',1479646510.79,55.6130225449,32.145011024,Category06,1.8124182044400001,-10.5969573848,9688.36683772
9910,b'Maliik',1469636785.78,53.3718509112,-82.06210383770001,Category02,0.804674118016,20.1681873706,5091.65863472
2508,b'Myianna',1473426924.62,-25.340628309499998,114.36114304799999,Category03,2.06957074523,-19.5955633974,5407.47394175
459,b'Alita',1467419599.07,-60.5694163562,-140.57173265,Category05,0.891047735716,4.03744162715,1589.5883792000002
2858,b'Clarinda',1453631847.24,74.9584837817,7.26646263822,Category03,1.3677602889200002,-9.15027670554,4549.06050862
5083,b'Nillie',1461617219.48,-22.202067414000002,-113.31579011299999,Category01,0.165355542205,-7.613252817819999,2310.55134626
1253,b'Kelee',1458369510.49,-30.9119367116,125.45160415299999,Category04,2.25921723497,14.0785535787,6535.2978622
8857,b'Tywand',1465792308.87,-62.624000171599995,174.426810624,Category09,0.586656617398,-29.9766252633,7778.68854183
3370,b'Leshon',1456719289.46,74.69454532,82.7674111953,Category01,2.2533545468000002,-29.879125367600004,8920.44055928
9339,b'Narsis',1461060633.78,-24.0430313263,-92.38760216780001,Category08,2.87091449624,-19.7747024494,995.2817591910001
2359,b'Micaelah',1463766479.51,-46.5322064272,-6.29948872005,Category07,2.83781398744,-15.7499787655,4166.41962917
1170,b'Ashleen',1478149969.97,80.6550429786,-106.52061587700001,Category01,2.25327613778,-24.5533375912,3239.52723193
2583,b'Kisara',1472671908.09,-69.481717888,-114.550355308,Category09,2.38575059813,-25.505484958,831.704958731
6024,b'Jahnay',1462231619.72,33.9337548943,-103.750828505,Category00,0.16712889235099998,10.4350965622,6861.43099806
897,b'Rosy',1477060044.95,-35.0923247548,-68.6441943555,Category09,0.032237241507999996,5.7165604529,8667.28748534
595,b'Jimena',1472836888.23,-31.672542747399998,-21.1488820559,Category01,0.648941564152,11.0508126379,733.4177804469999
6350,b'Omeka',1455783771.14,61.327629995,101.948373961,Category00,1.6005282782499999,-16.746274018199998,1173.01938149
4956,b'Wanda',1482199521.11,31.2566661365,-129.685601951,Category05,3.47587256258,-2.35768614943,631.930098222
9071,b'Nyerere',1454098156.7,37.6660280271,141.416703176,Category08,2.7467985700999997,-11.3554987336,8751.69909058
2159,b'Ahmer',1471868665.48,9.50060010649,119.749330677,Category07,2.18542553389,10.1018401538,8733.76855277
3364,b'Alissya',1455214063.85,-29.358168826,134.45242150200002,Category04,2.23102260193,23.6317283536,4538.12986528
7364,b'Ellyn',1477572336.9,-42.8399284409,69.3570226867,Category07,1.42051199459,-25.3598919264,4305.16812557
6291,b'Soraia',1451707334.16,52.798013886499994,-171.556138143,Category08,0.7146503493449999,-27.502700188600002,8356.00684872
4548,b'Zeola',1479855545.42,-65.5074316925,139.980114447,Category09,0.8513554534469999,2.4262558862,336.789373755
5033,b'Lakeithia',1469480982.96,55.8465852837,153.034030529,Category01,1.7676703663900002,-6.2485758456900005,3063.14129375
6856,b'Zeenia',1459227102.88,63.0748240362,107.520108637,Category02,3.00511712619,-14.276911721500001,1500.05974871
9699,b'Addy',1462407427.01,-67.0048318343,-83.268412661,Category00,0.7960638181020001,19.2457798271,4914.62981168
4421,b'Ylan',1477086645.63,49.699679791499996,128.782529466,Category01,0.612208879446,21.761322012399997,5722.18770535
1849,b'Nekaya',1457276071.24,63.1334765792,-152.238308351,Category09,0.807216878562,-22.486282643800003,3723.20310416
7649,b'Xhavier',1458216185.96,-39.8116078465,123.880595749,Category09,1.85155051509,-20.9339366743,5179.8515503
4947,b'Nitisha',1476839785.71,31.082874301,22.031503069699998,Category09,1.0287506560200002,-13.250186155,3955.16330373
3906,b'Tzippora',1467232000.92,53.4307740533,77.5388754294,Category09,0.728487900455,4.306542701000001,5038.45768399
2325,b'Galinda',1478941887.02,18.941196273,55.1710725104,Category05,1.86070989353,-9.48657596968,6496.76609577
8804,b'Corrissa',1477494099.69,23.5196617871,-165.641251759,Category05,1.30932394525,-9.45103476653,8827.80802287
6310,b'Nyckolas',1479160110.77,67.8774976007,14.0002531603,Category07,1.0100816318,17.6223875962,6178.95150385
9555,b'Jarian',1469586116.84,-27.532671700700003,105.301399587,Category06,3.4457604481,18.4144113278,4798.98792715
91,b'Diyan',1465761690.63,-3.0701825716699997,47.3056865459,Category06,1.06170776265,-11.5350320479,4888.66296539
2413,b'Carris',1460378790.31,85.0421959466,117.09113812,Category04,2.38342390304,4.5115550426099995,8746.04218304
3829,b'Primo',1461330957.09,-86.1791153435,110.282159636,Category05,1.3076925631,-9.67950595468,486.167131966
7599,b'Kajal',1461135242.63,-46.5957307883,116.405607845,Category05,0.7753134288519999,23.4429759133,3213.58539867
218,b'Jaquaisha',1473474797.18,73.6219364834,32.6582511506,Category07,3.2646230162400003,18.3326467158,9329.5376934
3338,b'Alexandra',1480230276.91,58.9825120445,-20.587665292,Category04,1.38046123509,18.9937583601,1881.85388195
4884,b'Kamberlyn',1454479969.58,-27.301988874299997,-108.900620982,Category07,0.735695770309,-23.9830131666,4084.3841403000006
2834,b'Ezikiel',1463219468.68,16.5273852561,-37.4281774721,Category04,1.72660213972,-15.7725002057,7394.41367281
5253,b'Aalimah',1481265584.89,-28.399823452899998,73.1485824229,Category06,2.9006008827099996,-28.357974382800002,1686.82882434
4171,b'Arial',1474711212.61,50.005604944,73.053496198,Category03,1.0915075292899998,3.40809799735,3868.40690286
695,b'Doward',1454732781.84,56.6985419305,72.2191786384,Category09,3.36603485163,-11.8257795294,6536.53876969
5688,b'Racelyn',1469027564.53,-6.694589671819999,-116.84415338,Category04,3.08237523268,26.5395366915,2094.82209431
6742,b'Maegan',1453062715.77,-51.72090112,146.672459403,Category06,1.8170567317099997,-24.0578628111,7589.54050262
4595,b'Blayze',1466886224.42,-46.937980313900006,123.941873895,Category00,2.8477157655000003,28.7893311194,4655.65247654
8749,b'Bhumika',1478357459.79,-63.17819852,7.868143192839999,Category07,3.34796982194,-10.1243945582,2261.72156661
9756,b'Carrey',1452403468.06,-7.120783318610001,81.35089056689999,Category00,0.0471031749094,-1.19929274794,7460.41311077
9311,b'Johnanna',1481103941.89,-80.5452761028,-165.142120011,Category04,1.60010579903,-3.05530759922,9236.32838925
237,b'Francita',1457345963.85,-10.8209089073,-83.8921852271,Category04,0.772345726326,-24.776022470900003,4717.36338741
4826,b'Jiavanna',1475576372.16,-54.4726680631,92.9166116385,Category06,2.98378373392,-10.47147179,3742.80508926
6508,b'Marietta',1461073474.79,35.369934992800005,-170.267267358,Category09,2.60288872226,13.5115397134,4503.90748571
9151,b'Dedrie',1474259155.71,-72.40302745390001,36.622572010700004,Category07,2.35491609497,-23.2484171707,8261.88433895
1792,b'Rahmeir',1473434175.8,32.6990758826,150.575888774,Category03,1.1182303141399998,15.036572142,3180.15837611
5901,b'Deantre',1458780687.69,-72.5074746273,92.26294679370001,Category09,3.11677445625,-19.3881800528,2741.41870866
2086,b'Nyja',1464173809.05,38.316657873400004,-6.53713669926,Category05,0.347724009486,-17.052889868199998,4299.32088063
3358,b'Athene',1462244143.84,3.76693400554,33.7654023666,Category01,2.80639303626,-3.73030454435,3855.93950749
7610,b'Valerian',1472690709.11,20.4472662523,-96.0366204086,Category07,2.85101489838,-17.587593111700002,4562.94345349
9899,b'Jafer',1464434467.25,61.264629088,37.1503394605,Category08,1.44420683259,-1.72122083507,6602.01992412
8257,b'Jorgeantonio',1456372673.77,8.265921350469998,-153.57770927200002,Category05,3.0748114444700003,-19.6385427675,5968.97332825
5167,b'Jhiya',1476043008.17,-35.4340802625,48.2933895165,Category03,1.13132316474,-11.5283817937,5641.10309652
5229,b'Judith',1461420582.17,-71.0417732308,15.6518681221,Category01,2.82429252364,-21.2355304285,1723.66042422
7627,b'Jandell',1455158107.22,-9.582944393310001,-31.8584750115,Category03,2.20383004176,-27.089927863299998,6191.65056482
4866,b'Nellie',1465690207.63,-50.681474749399996,159.444651719,Category08,2.72837223596,18.922059521199998,6790.12653122
2109,b'Aaronjacob',1466696097.35,-84.1786907778,-12.5897637951,Category08,1.7239471189500002,12.5799233501,1532.75561572
3742,b'Stephfon',1459089042.14,-60.902388887700006,-104.508743055,Category02,1.1575859209200001,6.28598266722,7613.65169657
6559,b'Auric',1468836472.05,63.0013274141,-74.2616208588,Category09,0.42122737726099996,18.0024566928,3486.3449751999997
4352,b'Tico',1479699182.79,11.8357836588,33.2747152915,Category00,3.2381176895499997,23.0381983122,4535.46606906
7372,b'Mitsu',1452842844.15,-8.48664891704,17.6558927064,Category06,1.38287045278,0.262960531505,3549.14909134
1462,b'Jakin',1466761957.8,-18.1608704195,-39.4932244438,Category05,3.4485613195,-29.786124502800003,804.37574289
4694,b'Kaymoni',1458559716.25,41.3858946906,-41.853192676599996,Category05,2.82194851032,-29.9454336871,1811.47371234
8174,b'Shivangi',1477358761.06,-53.729413511400004,75.9476877245,Category04,0.41122580359099997,12.7388574728,711.6524358610001
1463,b'Perette',1470179059.06,-28.954991244000002,159.708340666,Category06,1.26639775515,9.40834729014,4371.26771065
6144,b'Lavoris',1453588895.47,48.2443307605,88.3443410775,Category02,0.717294212438,16.6751800359,1982.22667343
9209,b'Yony',1471363896.22,77.2815762858,-119.30943236200001,Category04,1.0127976211299998,-9.46395689889,5484.77640448
5588,b'Kemba',1454915726.85,31.394801227800002,53.850380440200006,Category03,0.0756442370854,7.890141604339999,8851.13853091
9089,b'Annistin',1457667753.39,87.9970415908,-137.828382655,Category05,1.79514312882,-14.8009119011,4814.616408
5372,b'Tandrea',1459936076.44,71.6864865081,-119.547861958,Category01,2.00235640604,18.4876383171,6171.17885482
4277,b'Dachia',1475129958.34,67.3064693564,169.741263406,Category03,1.68410915339,10.2272638732,1143.37736239
7637,b'Yasna',1464338484.22,33.5481155341,59.4393309954,Category04,2.82437164235,-18.3957493232,7967.05285559
8443,b'Virda',1477828317.61,-81.3884467024,76.801169413,Category09,0.920389880902,13.542527834500001,4228.60899394
8412,b'Jorrin',1457938481.77,-16.291397924600002,-48.562208987700004,Category05,1.2104563646,29.063591179699998,120.24522853200001
4282,b'Sona',1469218291.6,-7.592352869450001,93.57451629170001,Category07,2.90134158949,-26.983455379899997,2416.85867251
8316,b'Keven',1473459182.42,51.2482772134,70.46283185189999,Category09,2.73831702231,-5.969637935780001,8221.158959100001
8739,b'Carven',1459060428.76,40.7915874162,-90.144145723,Category00,2.10837587077,2.28322186189,4352.10134732
7615,b'Charish',1475620283.3,-26.7150117111,-158.393380515,Category00,3.4972353605300004,2.70218557996,4212.19715586
1421,b'Jula',1452253110.08,-34.6476668212,136.665829275,Category08,2.4138763409,-0.71084922139,8196.76996483
3388,b'Jwon',1478653934.6,57.7526311854,163.67322257200001,Category03,2.90945798978,-16.164001127,9303.38959158
